filename,label
Alkyne DS\imgs\378.png,1
Alkyne DS\imgs\379.png,1
Alkyne DS\imgs\380.png,1
Alkyne DS\imgs\381.png,1
Alkyne DS\imgs\382.png,1
Alkyne DS\imgs\383.png,1
Alkyne DS\imgs\384.png,1
Alkyne DS\imgs\385.png,1
Alkyne DS\imgs\386.png,1
Alkyne DS\imgs\387.png,1
Alkyne DS\imgs\388.png,1
Alkyne DS\imgs\389.png,1
Alkyne DS\imgs\390.png,0
Alkyne DS\imgs\391.png,0
Alkyne DS\imgs\392.png,0
Alkyne DS\imgs\393.png,0
Alkyne DS\imgs\394.png,0
Alkyne DS\imgs\395.png,0
Alkyne DS\imgs\396.png,1
Alkyne DS\imgs\397.png,1
Alkyne DS\imgs\398.png,0
Alkyne DS\imgs\399.png,1
Alkyne DS\imgs\400.png,0
Alkyne DS\imgs\401.png,0
Alkyne DS\imgs\402.png,0
Alkyne DS\imgs\403.png,0
Alkyne DS\imgs\404.png,0
Alkyne DS\imgs\405.png,1
Alkyne DS\imgs\406.png,1
Alkyne DS\imgs\407.png,0
Alkyne DS\imgs\408.png,0
Alkyne DS\imgs\409.png,0
Alkyne DS\imgs\410.png,1
Alkyne DS\imgs\411.png,1
Alkyne DS\imgs\412.png,1
Alkyne DS\imgs\413.png,1
Alkyne DS\imgs\414.png,0
Alkyne DS\imgs\415.png,1
Alkyne DS\imgs\416.png,1
Alkyne DS\imgs\417.png,1
Alkyne DS\imgs\418.png,0
Alkyne DS\imgs\419.png,1
Alkyne DS\imgs\420.png,0
Alkyne DS\imgs\421.png,0
Alkyne DS\imgs\422.png,0
Alkyne DS\imgs\423.png,0
Alkyne DS\imgs\424.png,0
Alkyne DS\imgs\425.png,1
Alkyne DS\imgs\426.png,0
Alkyne DS\imgs\427.png,1
Alkyne DS\imgs\428.png,1
Alkyne DS\imgs\429.png,0
Alkyne DS\imgs\430.png,0
Alkyne DS\imgs\431.png,0
Alkyne DS\imgs\432.png,0
Alkyne DS\imgs\433.png,0
Alkyne DS\imgs\434.png,1
Alkyne DS\imgs\435.png,0
Alkyne DS\imgs\436.png,0
Alkyne DS\imgs\437.png,1
Alkyne DS\imgs\438.png,1
Alkyne DS\imgs\439.png,1
Alkyne DS\imgs\440.png,0
Alkyne DS\imgs\441.png,0
Alkyne DS\imgs\442.png,0
Alkyne DS\imgs\443.png,0
Alkyne DS\imgs\444.png,0
Alkyne DS\imgs\445.png,0
Alkyne DS\imgs\446.png,1
Alkyne DS\imgs\447.png,0
Alkyne DS\imgs\448.png,0
Alkyne DS\imgs\449.png,0
Alkyne DS\imgs\450.png,0
Alkyne DS\imgs\451.png,0
Alkyne DS\imgs\452.png,1
Alkyne DS\imgs\453.png,0
Alkyne DS\imgs\454.png,1
Alkyne DS\imgs\455.png,0
Alkyne DS\imgs\456.png,0
Alkyne DS\imgs\457.png,0
Alkyne DS\imgs\458.png,0
Alkyne DS\imgs\459.png,0
Alkyne DS\imgs\460.png,0
Alkyne DS\imgs\461.png,1
Alkyne DS\imgs\462.png,1
Alkyne DS\imgs\463.png,1
Alkyne DS\imgs\464.png,1
Alkyne DS\imgs\465.png,0
Alkyne DS\imgs\466.png,0
Alkyne DS\imgs\467.png,0
Alkyne DS\imgs\468.png,0
Alkyne DS\imgs\469.png,0
Alkyne DS\imgs\470.png,0
Alkyne DS\imgs\471.png,0
Alkyne DS\imgs\472.png,0
Alkyne DS\imgs\473.png,0
Alkyne DS\imgs\474.png,0
Alkyne DS\imgs\475.png,0
Alkyne DS\imgs\476.png,0
Alkyne DS\imgs\477.png,0
Alkyne DS\imgs\478.png,1
Alkyne DS\imgs\479.png,0
Alkyne DS\imgs\480.png,0
Alkyne DS\imgs\481.png,0
Alkyne DS\imgs\482.png,0
Alkyne DS\imgs\483.png,0
Alkyne DS\imgs\484.png,0
Alkyne DS\imgs\485.png,0
Alkyne DS\imgs\486.png,0
Alkyne DS\imgs\487.png,0
Alkyne DS\imgs\488.png,0
Alkyne DS\imgs\489.png,0
Alkyne DS\imgs\490.png,1
Alkyne DS\imgs\491.png,0
Alkyne DS\imgs\492.png,0
Alkyne DS\imgs\493.png,0
Alkyne DS\imgs\494.png,0
Alkyne DS\imgs\495.png,0
Alkyne DS\imgs\496.png,0
Alkyne DS\imgs\497.png,0
Alkyne DS\imgs\498.png,0
Alkyne DS\imgs\499.png,0
Phenyl DS\imgs\0.png,0
Phenyl DS\imgs\1.png,0
Phenyl DS\imgs\2.png,0
Phenyl DS\imgs\3.png,0
Phenyl DS\imgs\4.png,0
Phenyl DS\imgs\5.png,1
Phenyl DS\imgs\6.png,0
Phenyl DS\imgs\7.png,0
Phenyl DS\imgs\8.png,0
Phenyl DS\imgs\9.png,0
Phenyl DS\imgs\10.png,0
Phenyl DS\imgs\11.png,0
Phenyl DS\imgs\12.png,0
Phenyl DS\imgs\13.png,0
Phenyl DS\imgs\14.png,0
Phenyl DS\imgs\15.png,0
Phenyl DS\imgs\16.png,0
Phenyl DS\imgs\17.png,0
Phenyl DS\imgs\18.png,0
Phenyl DS\imgs\19.png,1
Phenyl DS\imgs\20.png,0
Phenyl DS\imgs\21.png,0
Phenyl DS\imgs\22.png,0
Phenyl DS\imgs\23.png,0
Phenyl DS\imgs\24.png,0
Phenyl DS\imgs\25.png,0
Phenyl DS\imgs\26.png,0
Phenyl DS\imgs\27.png,0
Phenyl DS\imgs\28.png,0
Phenyl DS\imgs\29.png,0
Phenyl DS\imgs\30.png,0
Phenyl DS\imgs\31.png,0
Phenyl DS\imgs\32.png,0
Phenyl DS\imgs\33.png,0
Phenyl DS\imgs\34.png,0
Phenyl DS\imgs\35.png,0
Phenyl DS\imgs\36.png,0
Phenyl DS\imgs\37.png,0
Phenyl DS\imgs\38.png,0
Phenyl DS\imgs\39.png,0
Phenyl DS\imgs\40.png,0
Phenyl DS\imgs\41.png,0
Phenyl DS\imgs\42.png,0
Phenyl DS\imgs\43.png,0
Phenyl DS\imgs\44.png,0
Phenyl DS\imgs\45.png,0
Phenyl DS\imgs\46.png,0
Phenyl DS\imgs\47.png,0
Phenyl DS\imgs\48.png,0
Phenyl DS\imgs\49.png,0
Phenyl DS\imgs\50.png,0
Phenyl DS\imgs\51.png,0
Phenyl DS\imgs\52.png,0
Phenyl DS\imgs\53.png,1
Phenyl DS\imgs\54.png,1
Phenyl DS\imgs\55.png,0
Phenyl DS\imgs\56.png,0
Phenyl DS\imgs\57.png,0
Phenyl DS\imgs\58.png,0
Phenyl DS\imgs\59.png,0
Phenyl DS\imgs\60.png,0
Phenyl DS\imgs\61.png,0
Phenyl DS\imgs\62.png,0
Phenyl DS\imgs\63.png,0
Phenyl DS\imgs\64.png,0
Phenyl DS\imgs\65.png,0
Phenyl DS\imgs\66.png,0
Phenyl DS\imgs\67.png,0
Phenyl DS\imgs\68.png,1
Phenyl DS\imgs\69.png,0
Phenyl DS\imgs\70.png,0
Phenyl DS\imgs\71.png,0
Phenyl DS\imgs\72.png,0
Phenyl DS\imgs\73.png,0
Phenyl DS\imgs\74.png,0
Phenyl DS\imgs\75.png,0
Phenyl DS\imgs\76.png,0
Phenyl DS\imgs\77.png,0
Phenyl DS\imgs\78.png,0
Phenyl DS\imgs\79.png,0
Phenyl DS\imgs\80.png,0
Phenyl DS\imgs\81.png,1
Phenyl DS\imgs\82.png,1
Phenyl DS\imgs\83.png,0
Phenyl DS\imgs\84.png,1
Phenyl DS\imgs\85.png,1
Phenyl DS\imgs\86.png,1
Phenyl DS\imgs\87.png,1
Phenyl DS\imgs\88.png,0
Phenyl DS\imgs\89.png,0
Phenyl DS\imgs\90.png,0
Phenyl DS\imgs\91.png,1
Phenyl DS\imgs\92.png,0
Phenyl DS\imgs\93.png,1
Phenyl DS\imgs\94.png,0
Phenyl DS\imgs\95.png,0
Phenyl DS\imgs\96.png,0
Phenyl DS\imgs\97.png,0
Phenyl DS\imgs\98.png,0
Phenyl DS\imgs\99.png,0
Phenyl DS\imgs\100.png,0
Phenyl DS\imgs\101.png,0
Phenyl DS\imgs\102.png,0
Phenyl DS\imgs\103.png,0
Phenyl DS\imgs\104.png,0
Phenyl DS\imgs\105.png,0
Phenyl DS\imgs\106.png,0
Phenyl DS\imgs\107.png,0
Phenyl DS\imgs\108.png,0
Phenyl DS\imgs\109.png,0
Phenyl DS\imgs\110.png,0
Phenyl DS\imgs\111.png,0
Phenyl DS\imgs\112.png,1
Phenyl DS\imgs\113.png,0
Phenyl DS\imgs\114.png,1
Phenyl DS\imgs\115.png,0
Phenyl DS\imgs\116.png,0
Phenyl DS\imgs\117.png,0
Phenyl DS\imgs\118.png,0
Phenyl DS\imgs\119.png,0
Phenyl DS\imgs\120.png,1
Phenyl DS\imgs\121.png,1
Phenyl DS\imgs\122.png,0
Phenyl DS\imgs\123.png,1
Phenyl DS\imgs\124.png,0
Phenyl DS\imgs\125.png,0
Phenyl DS\imgs\126.png,0
Phenyl DS\imgs\127.png,0
Phenyl DS\imgs\128.png,0
Phenyl DS\imgs\129.png,0
Phenyl DS\imgs\130.png,0
Phenyl DS\imgs\131.png,0
Phenyl DS\imgs\132.png,0
Phenyl DS\imgs\133.png,0
Phenyl DS\imgs\134.png,1
Phenyl DS\imgs\135.png,0
Phenyl DS\imgs\136.png,0
Phenyl DS\imgs\137.png,0
Phenyl DS\imgs\138.png,0
Phenyl DS\imgs\139.png,0
Phenyl DS\imgs\140.png,0
Phenyl DS\imgs\141.png,0
Phenyl DS\imgs\142.png,1
Phenyl DS\imgs\143.png,1
Phenyl DS\imgs\144.png,0
Phenyl DS\imgs\145.png,0
Phenyl DS\imgs\146.png,0
Phenyl DS\imgs\147.png,0
Phenyl DS\imgs\148.png,1
Phenyl DS\imgs\149.png,0
Phenyl DS\imgs\150.png,0
Phenyl DS\imgs\151.png,0
Phenyl DS\imgs\152.png,0
Phenyl DS\imgs\153.png,0
Phenyl DS\imgs\154.png,0
Phenyl DS\imgs\155.png,0
Phenyl DS\imgs\156.png,0
Phenyl DS\imgs\157.png,1
Phenyl DS\imgs\158.png,0
Phenyl DS\imgs\159.png,0
Phenyl DS\imgs\160.png,1
Phenyl DS\imgs\161.png,1
Phenyl DS\imgs\162.png,0
Phenyl DS\imgs\163.png,0
Phenyl DS\imgs\164.png,0
Phenyl DS\imgs\165.png,1
Phenyl DS\imgs\166.png,1
Phenyl DS\imgs\167.png,0
Phenyl DS\imgs\168.png,0
Phenyl DS\imgs\169.png,0
Phenyl DS\imgs\170.png,0
Phenyl DS\imgs\171.png,0
Phenyl DS\imgs\172.png,1
Phenyl DS\imgs\173.png,0
Phenyl DS\imgs\174.png,0
Phenyl DS\imgs\175.png,0
Phenyl DS\imgs\176.png,0
Phenyl DS\imgs\177.png,0
Phenyl DS\imgs\178.png,1
Phenyl DS\imgs\179.png,1
Phenyl DS\imgs\180.png,0
Phenyl DS\imgs\181.png,0
Phenyl DS\imgs\182.png,0
Phenyl DS\imgs\183.png,0
Phenyl DS\imgs\184.png,1
Phenyl DS\imgs\185.png,1
Phenyl DS\imgs\186.png,0
Phenyl DS\imgs\187.png,0
Phenyl DS\imgs\188.png,0
Phenyl DS\imgs\189.png,0
Phenyl DS\imgs\190.png,1
Phenyl DS\imgs\191.png,0
Phenyl DS\imgs\192.png,0
Phenyl DS\imgs\193.png,0
Phenyl DS\imgs\194.png,0
Phenyl DS\imgs\195.png,0
Phenyl DS\imgs\196.png,0
Phenyl DS\imgs\197.png,0
Phenyl DS\imgs\198.png,0
Phenyl DS\imgs\199.png,0
Phenyl DS\imgs\200.png,0
Phenyl DS\imgs\201.png,0
Phenyl DS\imgs\202.png,0
Phenyl DS\imgs\203.png,1
Phenyl DS\imgs\204.png,0
Phenyl DS\imgs\205.png,0
Phenyl DS\imgs\206.png,0
Phenyl DS\imgs\207.png,0
Phenyl DS\imgs\208.png,0
Phenyl DS\imgs\209.png,0
Phenyl DS\imgs\210.png,0
Phenyl DS\imgs\211.png,0
Phenyl DS\imgs\212.png,0
Phenyl DS\imgs\213.png,0
Phenyl DS\imgs\214.png,0
Phenyl DS\imgs\215.png,0
Phenyl DS\imgs\216.png,1
Phenyl DS\imgs\217.png,1
Phenyl DS\imgs\218.png,0
Phenyl DS\imgs\219.png,0
Phenyl DS\imgs\220.png,1
Phenyl DS\imgs\221.png,0
Phenyl DS\imgs\222.png,0
Phenyl DS\imgs\223.png,0
Phenyl DS\imgs\224.png,1
Phenyl DS\imgs\225.png,0
Phenyl DS\imgs\226.png,0
Phenyl DS\imgs\227.png,0
Phenyl DS\imgs\228.png,0
Phenyl DS\imgs\229.png,0
Phenyl DS\imgs\230.png,0
Phenyl DS\imgs\231.png,0
Phenyl DS\imgs\232.png,0
Phenyl DS\imgs\233.png,0
Phenyl DS\imgs\234.png,1
Phenyl DS\imgs\235.png,1
Phenyl DS\imgs\236.png,1
Phenyl DS\imgs\237.png,0
Phenyl DS\imgs\238.png,0
Phenyl DS\imgs\239.png,0
Phenyl DS\imgs\240.png,0
Phenyl DS\imgs\241.png,0
Phenyl DS\imgs\242.png,0
Phenyl DS\imgs\243.png,0
Phenyl DS\imgs\244.png,0
Phenyl DS\imgs\245.png,0
Phenyl DS\imgs\246.png,1
Phenyl DS\imgs\247.png,0
Phenyl DS\imgs\248.png,0
Phenyl DS\imgs\249.png,0
Phenyl DS\imgs\250.png,0
Phenyl DS\imgs\251.png,0
Phenyl DS\imgs\252.png,0
Phenyl DS\imgs\253.png,0
Phenyl DS\imgs\254.png,0
Phenyl DS\imgs\255.png,0
Phenyl DS\imgs\256.png,0
Phenyl DS\imgs\257.png,0
Phenyl DS\imgs\258.png,0
Phenyl DS\imgs\259.png,0
Phenyl DS\imgs\260.png,0
Phenyl DS\imgs\261.png,0
Phenyl DS\imgs\262.png,0
Phenyl DS\imgs\263.png,0
Phenyl DS\imgs\264.png,0
Phenyl DS\imgs\265.png,0
Phenyl DS\imgs\266.png,0
Phenyl DS\imgs\267.png,0
Phenyl DS\imgs\268.png,0
Phenyl DS\imgs\269.png,1
Phenyl DS\imgs\270.png,1
Phenyl DS\imgs\271.png,0
Phenyl DS\imgs\272.png,1
Phenyl DS\imgs\273.png,1
Phenyl DS\imgs\274.png,0
Phenyl DS\imgs\275.png,1
Phenyl DS\imgs\276.png,0
Phenyl DS\imgs\277.png,0
Phenyl DS\imgs\278.png,0
Phenyl DS\imgs\279.png,1
Phenyl DS\imgs\280.png,0
Phenyl DS\imgs\281.png,0
Phenyl DS\imgs\282.png,0
Phenyl DS\imgs\283.png,1
Phenyl DS\imgs\284.png,0
Phenyl DS\imgs\285.png,0
Phenyl DS\imgs\286.png,0
Phenyl DS\imgs\287.png,0
Phenyl DS\imgs\288.png,0
Phenyl DS\imgs\289.png,0
Phenyl DS\imgs\290.png,1
Phenyl DS\imgs\291.png,0
Phenyl DS\imgs\292.png,0
Phenyl DS\imgs\293.png,0
Phenyl DS\imgs\294.png,0
Phenyl DS\imgs\295.png,0
Phenyl DS\imgs\296.png,0
Phenyl DS\imgs\297.png,0
Phenyl DS\imgs\298.png,0
Phenyl DS\imgs\299.png,0
Phenyl DS\imgs\300.png,0
Phenyl DS\imgs\301.png,1
Phenyl DS\imgs\302.png,0
Phenyl DS\imgs\303.png,1
Phenyl DS\imgs\304.png,0
Phenyl DS\imgs\305.png,1
Phenyl DS\imgs\306.png,0
Phenyl DS\imgs\307.png,0
Phenyl DS\imgs\308.png,1
Phenyl DS\imgs\309.png,0
Phenyl DS\imgs\310.png,0
Phenyl DS\imgs\311.png,0
Phenyl DS\imgs\312.png,0
Phenyl DS\imgs\313.png,0
Phenyl DS\imgs\314.png,0
Phenyl DS\imgs\315.png,0
Phenyl DS\imgs\316.png,0
Phenyl DS\imgs\317.png,0
Phenyl DS\imgs\318.png,0
Phenyl DS\imgs\319.png,0
Phenyl DS\imgs\320.png,1
Phenyl DS\imgs\321.png,0
Phenyl DS\imgs\322.png,0
Phenyl DS\imgs\323.png,0
Phenyl DS\imgs\324.png,0
Phenyl DS\imgs\325.png,0
Phenyl DS\imgs\326.png,0
Phenyl DS\imgs\327.png,0
Phenyl DS\imgs\328.png,0
Phenyl DS\imgs\329.png,0
Phenyl DS\imgs\330.png,1
Phenyl DS\imgs\331.png,0
Phenyl DS\imgs\332.png,0
Phenyl DS\imgs\333.png,0
Phenyl DS\imgs\334.png,0
Phenyl DS\imgs\335.png,0
Phenyl DS\imgs\336.png,1
Phenyl DS\imgs\337.png,0
Phenyl DS\imgs\338.png,0
Phenyl DS\imgs\339.png,0
Phenyl DS\imgs\340.png,0
Phenyl DS\imgs\341.png,0
Phenyl DS\imgs\342.png,0
Phenyl DS\imgs\343.png,0
Phenyl DS\imgs\344.png,0
Phenyl DS\imgs\345.png,0
Phenyl DS\imgs\346.png,0
Phenyl DS\imgs\347.png,0
Phenyl DS\imgs\348.png,0
Phenyl DS\imgs\349.png,0
Phenyl DS\imgs\350.png,0
Phenyl DS\imgs\351.png,0
Phenyl DS\imgs\352.png,1
Phenyl DS\imgs\353.png,0
Phenyl DS\imgs\354.png,0
Phenyl DS\imgs\355.png,0
Phenyl DS\imgs\356.png,0
Phenyl DS\imgs\357.png,1
Phenyl DS\imgs\358.png,0
Phenyl DS\imgs\359.png,0
Phenyl DS\imgs\360.png,0
Phenyl DS\imgs\361.png,0
Phenyl DS\imgs\362.png,0
Phenyl DS\imgs\363.png,0
Phenyl DS\imgs\364.png,0
Phenyl DS\imgs\365.png,0
Phenyl DS\imgs\366.png,0
Phenyl DS\imgs\367.png,0
Phenyl DS\imgs\368.png,0
Phenyl DS\imgs\369.png,0
Phenyl DS\imgs\370.png,0
Phenyl DS\imgs\371.png,0
Phenyl DS\imgs\372.png,0
Phenyl DS\imgs\373.png,0
Phenyl DS\imgs\374.png,1
Phenyl DS\imgs\375.png,0
Phenyl DS\imgs\376.png,0
Phenyl DS\imgs\377.png,0
Phenyl DS\imgs\378.png,1
Phenyl DS\imgs\379.png,0
Phenyl DS\imgs\380.png,0
Phenyl DS\imgs\381.png,0
Phenyl DS\imgs\382.png,0
Phenyl DS\imgs\383.png,1
Phenyl DS\imgs\384.png,1
Phenyl DS\imgs\385.png,0
Phenyl DS\imgs\386.png,0
Phenyl DS\imgs\387.png,0
Phenyl DS\imgs\388.png,0
Phenyl DS\imgs\389.png,0
Phenyl DS\imgs\390.png,0
Phenyl DS\imgs\391.png,1
Phenyl DS\imgs\392.png,1
Phenyl DS\imgs\393.png,0
Phenyl DS\imgs\394.png,0
Phenyl DS\imgs\395.png,1
Phenyl DS\imgs\396.png,0
Phenyl DS\imgs\397.png,0
Phenyl DS\imgs\398.png,1
Phenyl DS\imgs\399.png,0
Phenyl DS\imgs\400.png,0
Phenyl DS\imgs\401.png,0
Phenyl DS\imgs\402.png,1
Phenyl DS\imgs\403.png,1
Phenyl DS\imgs\404.png,1
Phenyl DS\imgs\405.png,0
Phenyl DS\imgs\406.png,0
Phenyl DS\imgs\407.png,0
Phenyl DS\imgs\408.png,0
Phenyl DS\imgs\409.png,0
Phenyl DS\imgs\410.png,0
Phenyl DS\imgs\411.png,0
Phenyl DS\imgs\412.png,1
Phenyl DS\imgs\413.png,0
Phenyl DS\imgs\414.png,0
Phenyl DS\imgs\415.png,0
Phenyl DS\imgs\416.png,0
Phenyl DS\imgs\417.png,1
Phenyl DS\imgs\418.png,0
Phenyl DS\imgs\419.png,0
Phenyl DS\imgs\420.png,1
Phenyl DS\imgs\421.png,0
Phenyl DS\imgs\422.png,0
Phenyl DS\imgs\423.png,0
Phenyl DS\imgs\424.png,0
Phenyl DS\imgs\425.png,0
Phenyl DS\imgs\426.png,0
Phenyl DS\imgs\427.png,0
Phenyl DS\imgs\428.png,0
Phenyl DS\imgs\429.png,0
Phenyl DS\imgs\430.png,0
Phenyl DS\imgs\431.png,0
Phenyl DS\imgs\432.png,0
Phenyl DS\imgs\433.png,0
Phenyl DS\imgs\434.png,0
Phenyl DS\imgs\435.png,0
Phenyl DS\imgs\436.png,1
Phenyl DS\imgs\437.png,0
Phenyl DS\imgs\438.png,0
Phenyl DS\imgs\439.png,0
Phenyl DS\imgs\440.png,0
Phenyl DS\imgs\441.png,1
Phenyl DS\imgs\442.png,0
Phenyl DS\imgs\443.png,0
Phenyl DS\imgs\444.png,1
Phenyl DS\imgs\445.png,0
Phenyl DS\imgs\446.png,1
Phenyl DS\imgs\447.png,1
Phenyl DS\imgs\448.png,0
Phenyl DS\imgs\449.png,0
Phenyl DS\imgs\450.png,0
Phenyl DS\imgs\451.png,0
Phenyl DS\imgs\452.png,1
Phenyl DS\imgs\453.png,0
Phenyl DS\imgs\454.png,1
Phenyl DS\imgs\455.png,1
Phenyl DS\imgs\456.png,0
Phenyl DS\imgs\457.png,0
Phenyl DS\imgs\458.png,0
Phenyl DS\imgs\459.png,0
Phenyl DS\imgs\460.png,0
Phenyl DS\imgs\461.png,0
Phenyl DS\imgs\462.png,1
Phenyl DS\imgs\463.png,1
Phenyl DS\imgs\464.png,1
Phenyl DS\imgs\465.png,0
Phenyl DS\imgs\466.png,1
Phenyl DS\imgs\467.png,0
Phenyl DS\imgs\468.png,0
Phenyl DS\imgs\469.png,0
Phenyl DS\imgs\470.png,1
Phenyl DS\imgs\471.png,1
Phenyl DS\imgs\472.png,1
Phenyl DS\imgs\473.png,1
Phenyl DS\imgs\474.png,1
Phenyl DS\imgs\475.png,1
Phenyl DS\imgs\476.png,1
Phenyl DS\imgs\477.png,1
Phenyl DS\imgs\478.png,1
Phenyl DS\imgs\479.png,0
Phenyl DS\imgs\480.png,1
Phenyl DS\imgs\481.png,0
Phenyl DS\imgs\482.png,0
Phenyl DS\imgs\483.png,0
Phenyl DS\imgs\484.png,0
Phenyl DS\imgs\485.png,0
Phenyl DS\imgs\486.png,1
Phenyl DS\imgs\487.png,1
Phenyl DS\imgs\488.png,0
Phenyl DS\imgs\489.png,0
Phenyl DS\imgs\490.png,0
Phenyl DS\imgs\491.png,0
Phenyl DS\imgs\492.png,0
Phenyl DS\imgs\493.png,0
Phenyl DS\imgs\494.png,0
Phenyl DS\imgs\495.png,1
Phenyl DS\imgs\496.png,0
Phenyl DS\imgs\497.png,0
Phenyl DS\imgs\498.png,0
Phenyl DS\imgs\499.png,1
Alkene DS\imgs\500.png,0
